id,filtered,pending,text,rating,title,likes,experienced,published,source
67a99580e6159ddae9c0bcd8,False,False,"I insured two dogs with Pet Partners one beginning in November of 2023 and another beginning in May 2024. For two dogs per month it was $112. On November 4th 2024 I was charged $283 for one month for two dogs, more than doubling my premium with no notification to me that this was going to happen. On December 4th again I was charged $283 for one month and that’s when I noticed the charge and realized that I had been charged the same thing for November. I called because I was sure there was a mistake. I was told Washington state just updated their insurance information on different breeds, which is ridiculous. I asked for a refund since number one my one dog was added in May 2024 so the year quote shouldn’t have changed until 5/2025 and two I wasn’t notified. I was told Pet Partners changed my policy to have both dogs renew at the same time so they could up my premium (I did not ask them to combine the two policy’s). It was just a way to get $283 a month out of me. They would not refund me and I couldn’t afford to keep two pets on their insurance so I only kept one at $167 a month. On February 4th 2025 they charged me $175 AGAIN the policy premium price went up without any notification to me. This company is out of control violating insurance fraud. My premiums should not change monthly. I want a refund for the entire year. I have not submitted any claims and I can’t afford a company that raises my premiums without me at least getting a noticed and a chance to look into different options. It did not know that they would be more than doubled almost tripled  during the Christmas season and I didn’t have an opportunity to look in advance for something different.",1,I insured two dogs with Pet Partners…,0,2025-02-04T00:00:00.000Z,2025-02-10T07:58:24.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
6792ab787fca51410a456310,False,False,Hannah was our first rep in 2020 and gave such great service we've hung in there for 5  1/2 yrs and LOVE YOUR customer SERVICE AND HANNAH Is OUR FAVORITE!  ,5,Hannah our first rep in 2020,0,2025-01-23T00:00:00.000Z,2025-01-23T22:50:01.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
672954ad495453dc5ebd8b8b,False,False,"Policy cancelled with no courtesy call!  My bank account was compromised; therefore, my account information had to change.  As a patient with 4-5 appointments a week, I very seldom have time to check or read emails.  I hadn't missed 1 payment until this payment didn't process and they cancelled the policy for my Duchess!  Companies have become very impersonal; yet, have no problem taking our money.  Duchess's policy has been reinstated; but, I think I will do some research to see if there are better companies available to insure her!",1,Very Frustrated!!! ,0,2024-11-03T00:00:00.000Z,2024-11-05T01:11:41.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
66cfc110b2bd7189f57141bc,False,False,"The representative Chaselyn was fantastic! She went over a lot of different options and helped me choose the policy right for our puppy. She was informative, knowledgeable, and professional. She had a great personality and excellent customer service! Thanks so much! ",5,The representative Chaselyn was…,0,2024-08-28T00:00:00.000Z,2024-08-29T02:30:08.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
66b6653f3069f0c4e388c18c,False,False,Signed up for Pet insurance with AKC in May of this year.  Was supposed to get a free 30 days never happened filed a claim in July and they cancelled me on 8/8/2024.  Horrible company,1,Don't get this insurance ,0,2024-08-09T00:00:00.000Z,2024-08-09T20:51:43.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
668d8e08ce0f55352e8abf71,False,False,"I filed a claim which was denied by your company due to fabricated claim that it was a pre-existing condition. Theo started having symptoms of allergies 2 wks ago when we took him and was given an allergy shot. When I called your office, the rep read to me the notes “from the vet” stating that Theo had allergy symptoms back in January (which conveniently was prior to the start or his insurance coverage). I called the vet and as I expected, they did not have any documentation of any allergies on the visit in 01/24 or any at all until 07/02/24 when he was seen for that problem. 
I confirmed that when I requested Theo’s entire medical records. 
Fabricating a provider’s notes is not acceptable nor legal by any standards. When i called your office, I was told that the only way I could resolve this is by filing an appeal. Great! Taking time out of my already busy day to file a claim on something that should have been processed correctly to begin with. And I thought this was a reputable company. (Although, there really is NO reputable insurance company for that matter). I am a medical provider and I know this first hand through over 30 years of filing medical insurance claims and dealing with insurance companies. I was naive to think that pet insurance would actually do the RIGHT thing since they deal with animals who give us humans so much joy. Have a great day! I rated it one star because there was no option for a worse rating. ",1,AKC fabricated my dog’s vet’s  records. ,2,2024-07-09T00:00:00.000Z,2024-07-09T21:22:48.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
668473ec4a31cb303c5c75e3,False,False,"I spoke with Ashley to get my new puppy added to my current dog’s policy. She was professional, kind, listened to what I was needing and knowledgeable of the policy guidelines and the extras that I was interested in purchasing on the policy. I love AKC pet insurance and their customer service!",5,Ashley was awesome!!,0,2024-07-01T00:00:00.000Z,2024-07-02T23:41:00.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
666af92058de6733aec7fcee,False,False,"The representative I spoke with (Chaselyn) was knowledgeable, pleasant, professional, and very helpful. She let me get through all my questions and provided clear and concise answers. She helped guide me through selecting the best options for our pet and gave me the information I needed to know what would not suit our needs. She also made sure to repeat critical details, FAQs, and some common things she has experienced with customers to ensure I was fully informed. I was a bit overwhelmed researching different pet insurance options on my own but when I spoke to the rep at AKC, I was confident they were the right choice. ",5,Amazing Customer Service ,0,2024-06-11T00:00:00.000Z,2024-06-13T15:50:24.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
6668e5837d24012349e3962c,False,False,"Excellent prompt service. All were professional, courteous and knowledgeable- patient and thorough. Many questions answered. Very impressed. ",5,Excellent prompt service,0,2024-06-11T00:00:00.000Z,2024-06-12T02:02:11.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
6632c1056cd6792585040739,False,False,"Many things have made my experience great with AKC pet insurance: we got a corgi puppy in November 2023, my first experience with a puppy. I have had other pet insurance coverage, nothing like AKC: AKC covered a claim for when Mochi ate too many indigestibles and had to have a procedure for flushing out his intestines in January, and AGAIN on April 2024...I recently spoke with Matthew, who has a great presence on the phone and is personable, empathetic, and patient with explaining benefits and procedures to me.
I am very pleased with the quick responses to claims and the ease for which to add a claim.",5,many things have made my experience great!,0,2024-05-01T00:00:00.000Z,2024-05-02T00:24:05.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=1
663118eb60f50bed7d39c857,False,False,"Allison in sales was phenomenal and absolutely a pleasure to work with. Allison was extremely knowledgeable and listened to exactly what we were looking for in insurance. she is a very personable, funny and made this experience a pleasurable experience. Our world needs more Allisons in it. You have an amazing employee working for you. 10 stars given",5,Allison in sales was phenomenal ,0,2024-04-30T00:00:00.000Z,2024-04-30T18:14:36.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=2
66156ab329043abd2d280f89,False,False,"Hannah was the one I spoke with regarding questions about setting up my pets insurance and I will definitely say she was fantastic!! And such a pleasure working with and speaking too super cool and totally informative, and phenomenal customer service. 

Hannah thank you soooo much for helping me out with my furbabies!! ",5,Hannah was the one I spoke with…,0,2024-04-09T00:00:00.000Z,2024-04-09T18:20:04.000Z,https://www.trustpilot.com/review/www.akcpetinsurance.com?page=2
